,Event ID,Title,Event Type,Severity,Description,Source,Date
629,526,"Frost days in China, 1961-2017","Cold, snow & ice","Decrease, less severe or less likely to occur","""Logically, on a large scale, global warming has reduced the number of annual [frost days] and lengthened the length of the [frost-free periods].""",https://doi.org/10.1002/joc.8310,1961-2017
630,526,"Frost-free periods in China, 1961-2017","Cold, snow & ice",More severe or more likely to occur,"""Logically, on a large scale, global warming has reduced the number of annual [frost days] and lengthened the length of the [frost-free periods].""",https://doi.org/10.1002/joc.8310,1961-2017
631,527,"Cold snap in eastern China, 2022","Cold, snow & ice","Decrease, less severe or less likely to occur","""Anthropogenic forcing led to a 1.5-fold decrease in the probability of 2022-like events, with anthropogenic greenhouse gases being the primary contributors to this reduction.""",https://doi.org/10.1016/j.accre.2023.11.009,2022
632,528,"France growing-period frost, 2021","Cold, snow & ice","Decrease, less severe or less likely to occur","""We found that, without human-caused climate change, such temperatures in April or later in spring would have been even lower by 1.2 C""",https://doi.org/10.5194/nhess-23-1045-2023,2021
633,497,"Eastern China cold extremes, 1958-2020","Cold, snow & ice","Decrease, less severe or less likely to occur","""These results indicate a dominant role played by anthropogenic forcing in the extreme temperature changes.""",https://doi.org/10.1016/j.aosl.2023.100332,1958-2020
634,498,"Global cold extremes, 1981-2020","Cold, snow & ice","Decrease, less severe or less likely to occur","""Our attribution analysis revealed anthropogenic forcings are robustly detectable and the main drivers of observed changes in all indices for all regions.""",https://doi.org/10.1016/j.wace.2023.100548,1981-2020
635,529,"Storm Alex, October 2020",Storm,More severe or more likely to occur,"""These changes collectively point to high-impact storms like Alex having become more common in a changing climate.""",https://doi.org/10.1007/s00382-022-06565-x,2020
636,Rapid study.  530,"Cyclone Gabrielle extreme rainfall, February 2023",Storm,More severe or more likely to occur,"""2-day maximum rainfall over Te Matau-a-Māui/Te Tairāwhiti region is now about 30% more intense than it might have been had human greenhouse gas emissions not warmed the climate by 1.2C.""",https://www.worldweatherattribution.org/the-role-of-climate-change-in-extreme-rainfall-associated-with-cyclone-gabrielle-over-aotearoa-new-zealands-east-coast/,2023
637,531,Burned area increase over 1971-2021,Wildfire,More severe or more likely to occur,"""We show that nearly all of the observed increase in burned area over the past half-century is attributable to anthropogenic climate change.""",https://doi.org/10.1073/pnas.2213815120,1971-2021
638,Rapid study.  532,"Eastern Canada wildfires, 2023",Wildfire,More severe or more likely to occur,"""Climate change made the cumulative severity of Québec’s 2023 fire season to the end of July around 50% more intense, and seasons of this severity at least seven times more likely to occur.""",https://www.worldweatherattribution.org/climate-change-more-than-doubled-the-likelihood-of-extreme-fire-weather-conditions-in-eastern-canada/,2023
639,533,"China compound heatwave and heavy rainfall event, 2020",Compound,More severe or more likely to occur,"""[A]nthropogenic climate change has increased the occurrence probability of similar events at least 10-fold.""",https://doi.org/10.1016/j.wace.2023.100616,2020
640,534,"China summer extreme high temperature and drought/rain events (CHTDE/CHTRE), 1961-2014",Compound,More severe or more likely to occur,"""Anthropogenic climate change, especially greenhouse gas forcing, which contributes 90% to the linear change in the severity of CHTDE and CHTRE, is identified as the dominant factor affecting the severity of CHTDE in China.""",https://doi.org/10.1038/s41612-023-00413-3,1961-2014
641,535,"Global compound fire weather, 1981-2020",Compound,More severe or more likely to occur,"""[A]nthropogenic climate change (due primarily to greenhouse gas emissions) has aggravated the frequency and intensity of [compound fire weather] events, particularly in the Amazon region.""",https://doi.org/10.1029/2023EF003976,1981-2020
642,536,"Global summer compound hot and dry events, 1961-2014",Compound,More severe or more likely to occur,"""The anthropogenic influence on the intensified of compound hot and dry events on six continents and more than 65% of 44 sub-continents have been robustly detected.""",https://doi.org/10.1029/2022EF003254,1961-2014
643,537,"Deaths during Switzerland summer heatwave, 2022",Impact,More severe or more likely to occur,"""We estimate 623 deaths due to heat between June and August 2022…we find that 60% of this burden could have been avoided in absence of human-induced climate change""",https://iopscience.iop.org/article/10.1088/1748-9326/ace0d0,2022
644,538,"Human displacements from Tropical Cyclone Idai, 2019",Impact,More severe or more likely to occur,"""Our main estimates indicate that climate change has increased displacement risk from this event by approximately 12,600-14,900 additional displaced persons.""",https://doi.org/10.5194/nhess-23-3467-2023,2019
645,539,"Alaska & northern Canada February cold extremes, 2019","Cold, snow & ice","Decrease, less severe or less likely to occur","""[P]erturbed CO2 experiments illuminate increases in CO2, causing a [lower] chance for [cold] extremes. """,https://doi.org/10.1175/JCLI-D-24-0074.1,2019
646,539,"Mexico and Florida February heat extremes, 2019",Heat,More severe or more likely to occur,"""[P]erturbed CO2 experiments illuminate increases in CO2, causing a [higher] chance for [warm] extremes. """,https://doi.org/10.1175/JCLI-D-24-0074.1,2019
647,540,"Yangtze River basin extreme heat, 2022",Heat,More severe or more likely to occur,"""Anthropogenic forcing has contributed to the 2022-like heatwave by a factor about 7 compared to natural forcing under the present climate of the past 30 years""",https://doi.org/10.1016/j.wace.2024.100707,2022
648,541,"Concurrent heatwaves in northern Europe and north-east Asia, July 2018",Heat,More severe or more likely to occur,"""External forcings significantly amplify the heatwaves and contribute about 1C [surface air temperature] anomalies both in Northern Europe and north-east Asia.""",https://doi.org/10.1016/j.atmosres.2024.107506,2018
649,542,European summer heatwaves since 1979,Heat,More severe or more likely to occur,"""These findings highlight the significant impact of anthropogenic forcings on the observed surge of heatwaves in Europe compared to global land.""",https://doi.org/10.1029/2024GL108982,1979
650,543,"Eastern China seasonal extreme temperatures, 1901-2020",Heat,More severe or more likely to occur,"""The optimal fingerprinting detections suggest that the century-scale warming can be clearly attributed to anthropogenic forcing, including changes in seasonal extreme temperatures.""",https://doi.org/10.1016/j.wace.2024.100675,1901-2020
651,544,"Central Asia extreme temperature events, 1901-2019",Heat,More severe or more likely to occur,"""[T]he probability of experiencing a +7C temperature anomaly event in [central Asia] increases by up to a factor of seven in some areas due to global warming.""",https://doi.org/10.1007/s10584-024-03743-0,1901-2019
652,545,"Asia warm spell duration, 1960-2014",Heat,More severe or more likely to occur,"""[A]nthropogenic forcing contributed to the observed increase in [warm spell duration] in the three hotspot regions (west Asia, south Asia and south-east Asia), with the majority of the changes being attributed to greenhouse gas forcing.""",https://doi.org/10.1016/j.accre.2024.03.005,1960-2014
653,546,"Shanghai extreme heatwave, 2022",Heat,More severe or more likely to occur,"""We found that about 1/3 of the 2022 HW days in Shanghai can be attributed to the long-term warming trend of global warming.""",https://doi.org/10.1007/s00376-023-3007-8,2022
654,547,"Extreme heat in the Yangtze River basin, 2022",Heat,More severe or more likely to occur,"""Anthropogenic warming may increase the probability of such extensively persistent hot extreme by 1.8 times""",https://doi.org/10.1016/j.accre.2023.12.006,2022
655,548,"Greece summer heatwave, 2021",Heat,More severe or more likely to occur,"""The results reveal a contribution of the immediate anthropogenic warming due to the increased [greenhouse gas] concentrations to the [late July/early August 2021 event] intensity.""",https://doi.org/10.1002/asl.1191,2021
656,549,"Pacific north-west heatwave, 2021",Heat,More severe or more likely to occur,"""[W]e…show that human influence on the climate made this event at least 8 [2–50] times more likely.""",https://doi.org/10.1038/s41467-024-48280-7,2021
657,Rapid study.  550,"West Africa humid heat, February 2024",Heat,More severe or more likely to occur,"""Dangerous humid heat in southern west Africa about 4C hotter due to climate change""",https://www.worldweatherattribution.org/dangerous-humid-heat-in-southern-west-africa-about-4c-hotter-due-to-climate-change/,2024
658,Rapid study.  551,"Sahel heatwave, 2024",Heat,More severe or more likely to occur,"""Extreme Sahel heatwave that hit highly vulnerable population at the end of Ramadan would not have occurred without climate change""",https://www.worldweatherattribution.org/extreme-sahel-heatwave-that-hit-highly-vulnerable-population-at-the-end-of-ramadan-would-not-have-occurred-without-climate-change/,2024
